Entity,Code,Year,CO₂ from gas (million tonnes),CO₂ from solid fuel (million tonnes),CO₂ from liquid (million tonnes),CO₂ from cement (million tonnes),CO₂ from flaring (million tonnes)
Africa,,1884,0,0.02202,0,0,0
Africa,,1885,0,0.0367,0,0,0
Africa,,1886,0,0.04771,0,0,0
Africa,,1887,0,0.04771,0,0,0
Africa,,1888,0,0.08074,0,0,0
Africa,,1889,0,0.13212,0,0,0
Africa,,1890,0,0.29727,0,0,0
Africa,,1891,0,0.29727,0,0,0
Africa,,1892,0,0.48077,0,0,0
Africa,,1893,0,1.80197,0,0,0
Africa,,1894,0,2.43688,0,0,0
Africa,,1895,0,3.34337,0,0,0
Africa,,1896,0,4.26454,0,0,0
Africa,,1897,0,4.78568,0,0,0
Africa,,1898,0,6.05917,0,0,0
Africa,,1899,0,5.52702,0,0,0
Africa,,1900,0,2.33412,0,0,0
Africa,,1901,0,3.91589,0,0,0
Africa,,1902,0,5.8353,0,0,0
Africa,,1903,0,7.90885,0,0,0
Africa,,1904,0,8.92544,0,0,0
Africa,,1905,0,10.27967,0,0,0
Africa,,1906,0,11.73666,0,0,0
Africa,,1907,0,12.95143,0,0,0
Africa,,1908,0,13.42486,0,0,0
Africa,,1909,0,15.41033,0,0,0
Africa,,1910,0,17.43984,0,0,0
Africa,,1911,0,16.882,0.01101,0,0
Africa,,1912,0,17.89859,0.08441,0,0
Africa,,1913,0,19.5978,0.04037,0,0
Africa,,1914,0,19.27484,0.30828,0,0
Africa,,1915,0,19.54642,0.09175,0,0
Africa,,1916,0,23.10999,0.1835,0,0
Africa,,1917,0,24.95967,0.42572,0,0
Africa,,1918,0,23.89537,0.86979,0,0
Africa,,1919,0,24.79452,0.69363,0,0
Africa,,1920,0,27.63877,0.45875,0,0
Africa,,1921,0,27.46995,0.56151,0,0
Africa,,1922,0,23.47699,0.53582,0,0
Africa,,1923,0,28.61866,0.47343,0,0
Africa,,1924,0,30.17841,0.50646,0,0
Africa,,1925,0,31.67577,0.56151,0,0
Africa,,1926,0,33.95851,0.53582,0,0
Africa,,1927,0,33.3236,0.57252,0,0
Africa,,1928,0,33.87043,0.82575,0.12845,0
Africa,,1929,0,34.64847,0.84777,0.37067,0
Africa,,1930,0,32.60795,0.88447,0.26424,0
Africa,,1931,0,28.35075,0.89181,0.26424,0
Africa,,1932,0,25.3964,0.83676,0.43673,0
Africa,,1933,0,27.33783,0.73767,0.46976,0
Africa,,1934,0,31.37116,0.68262,0.53949,0
Africa,,1935,0,34.80261,0.55784,0.61656,0
Africa,,1936,0,37.82669,0.56151,0.6973,0
Africa,,1937,0,40.64525,0.53582,0.734,0
Africa,,1938,0,42.62338,0.70464,0.75602,0
Africa,,1939,0.1101,44.03266,2.06254,0.74134,0
Africa,,1940,0.09175,46.10988,2.86994,0.65693,0
Africa,,1941,0.09909,49.52298,3.76909,0.72666,0
Africa,,1942,0.10643,54.3894,3.64798,0.77804,0
Africa,,1943,0.11744,55.32525,3.9636,0.81474,0
Africa,,1944,0.13212,61.47617,4.17279,0.97989,0
Africa,,1945,0.13579,62.40468,4.15811,0.94686,0
Africa,,1946,0.13579,63.04693,3.94892,1.15605,0
Africa,,1947,0.13579,62.52579,4.1104,1.29551,0
Africa,,1948,0.13946,64.46722,5.82062,1.43864,0
Africa,,1949,0.13946,68.68405,7.0831,1.56709,0
Africa,,1950,0.00367,69.11711,23.93207,2.06254,0
Africa,,1951,0.00367,72.8862,26.16343,2.31577,0
Africa,,1952,0.00734,79.53991,28.67371,2.38917,0
Africa,,1953,0.01468,79.20961,30.36558,2.69011,0
Africa,,1954,0.02202,81.93642,32.7731,3.10849,0
Africa,,1955,0.02202,91.84909,34.36221,3.50485,0
Africa,,1956,0.02936,95.77966,36.05775,3.62229,0
Africa,,1957,0.02202,99.49737,38.69281,3.79111,0
Africa,,1958,0.01835,103.33252,41.63982,4.02599,0
Africa,,1959,0.0367,101.87186,42.05453,4.22784,0
Africa,,1960,0.04771,103.72154,48.7376,4.4407,0
Africa,,1961,0.49912,105.19321,52.35989,4.34161,0
Africa,,1962,0.74134,106.84471,54.63162,4.50309,0
Africa,,1963,0.71932,109.366,60.69079,4.8444,1.14871
Africa,,1964,1.45332,115.7885,69.6199,5.36921,1.87904
Africa,,1965,2.12493,125.09929,76.25893,5.74722,4.9545
Africa,,1966,2.36348,124.04233,84.16411,5.95274,5.20039
Africa,,1967,2.32311,127.3123,81.2538,6.15092,20.79422
Africa,,1968,2.36715,132.72188,86.17894,7.11246,29.71966
Africa,,1969,2.89563,135.41199,93.99237,8.18777,38.3882
Africa,,1970,0.81841,140.32612,98.66428,8.89241,55.02798
Africa,,1971,1.69554,150.15805,115.59032,9.59338,56.06659
Africa,,1972,4.42235,154.1767,119.68237,10.16957,64.76082
Africa,,1973,5.36921,154.5437,128.64451,10.77879,80.13445
Africa,,1974,5.11965,157.49805,134.56055,11.25222,81.49969
Africa,,1975,6.43351,162.45622,144.21999,11.08707,64.41584
Africa,,1976,8.89975,172.18539,151.31043,11.4137,77.92511
Africa,,1977,13.54597,176.98208,160.2689,12.23945,71.67143
Africa,,1978,34.49066,178.97122,166.15191,12.98813,71.8219
Africa,,1979,19.68955,197.68455,182.08338,13.98637,87.86347
Africa,,1980,34.68884,212.74623,198.86996,15.91312,76.3727
Africa,,1981,29.44808,237.72792,214.49682,17.30038,52.62413
Africa,,1982,24.02382,250.63898,236.7884,18.48212,45.02356
Africa,,1983,30.47935,261.37006,244.46971,20.13362,41.34622
Africa,,1984,47.64761,286.52791,252.05927,20.919,45.63645
Africa,,1985,48.92844,295.1781,253.02815,20.81257,51.48643
Africa,,1986,58.45209,306.28719,255.63752,19.95012,53.1049
Africa,,1987,67.98308,313.03265,246.05148,21.7264,44.93548
Africa,,1988,69.06573,323.24626,264.04182,23.59076,49.31379
Africa,,1989,71.52096,313.99419,270.2221,24.63304,22.08239
Africa,,1990,76.08277,295.51574,249.75451,25.00004,20.99974
Africa,,1991,78.60039,306.52941,263.0289,26.80568,21.00341
Africa,,1992,74.49733,288.08766,284.03598,27.50298,23.55773
Africa,,1993,82.05753,318.42021,276.55285,27.30847,21.99431
Africa,,1994,85.93305,330.46515,265.39972,28.76179,22.00165
Africa,,1995,101.92324,346.70857,272.05343,30.7546,24.29907
Africa,,1996,108.39712,352.75306,282.15694,31.52163,23.99446
Africa,,1997,95.61451,359.79212,296.89199,32.57492,23.60177
Africa,,1998,113.52778,354.40823,317.87338,33.36764,23.16504
Africa,,1999,115.24167,365.46961,298.71965,34.37689,23.79261
Africa,,2000,116.14082,369.28641,317.11736,36.17886,55.52343
Africa,,2001,120.91182,371.02599,295.21847,38.33682,58.14014
Africa,,2002,139.02694,360.11875,289.0492,40.69663,67.92069
Africa,,2003,140.54632,389.96319,327.22454,41.02326,62.91481
Africa,,2004,149.72132,416.52665,350.0446,45.22174,73.50643
Africa,,2005,181.34938,413.18695,336.36284,49.48995,73.3633
Africa,,2006,179.83734,419.54706,369.80021,55.21882,71.75584
Africa,,2007,194.76323,430.79928,380.54964,60.55133,75.04783
Africa,,2008,196.71567,455.09835,407.94619,65.52785,70.67319
Africa,,2009,194.6568,446.40779,438.75217,70.43831,59.38427
Africa,,2010,202.09589,443.45711,433.11138,71.55399,62.95885
Africa,,2011,222.769,436.4364,437.36491,72.06779,55.43902
Africa,,2012,234.12765,435.97398,455.50939,82.208,57.09419
Africa,,2013,228.54558,426.75494,477.47801,81.81531,53.98937
Asia,,1858,0,0.43673,0,0,0
Asia,,1859,0,0.70464,0,0,0
Asia,,1860,0,0.71198,0,0,0
Asia,,1861,0,0.5505,0,0,0
Asia,,1862,0,0.60922,0,0,0
Asia,,1863,0,0.67528,0,0,0
Asia,,1864,0,0.63858,0,0,0
Asia,,1865,0,0.62757,0,0,0
Asia,,1866,0,0.70831,0,0,0
Asia,,1867,0,1.95611,0,0,0
Asia,,1868,0,1.78362,0.0734,0,0
Asia,,1869,0,1.96712,0.1101,0,0
Asia,,1870,0,1.92308,0.09909,0,0
Asia,,1871,0,2.17998,0.22754,0,0
Asia,,1872,0,2.53597,0.15047,0,0
Asia,,1873,0,2.69378,0.29727,0,0
Asia,,1874,0,2.4956,0.20552,0,0
Asia,,1875,0,2.67543,0.35599,0,0
Asia,,1876,0,3.01674,0.34498,0,0
Asia,,1877,0,3.29566,0.43673,0,0
Asia,,1878,0,3.75441,0.63491,0,0
Asia,,1879,0,4.20215,0.65693,0,0
Asia,,1880,0,4.52878,0.71932,0,0
Asia,,1881,0,5.33985,0.82208,0,0
Asia,,1882,0,5.79493,1.31386,0,0
Asia,,1883,0,6.04449,0.93218,0,0
Asia,,1884,0,7.4501,1.29918,0,0
Asia,,1885,0,8.28686,1.39093,0,0
Asia,,1886,0,8.94012,1.84968,0,0
Asia,,1887,0,10.22095,1.95978,0,0
Asia,,1888,0,11.34764,1.81665,0,0
Asia,,1889,0,13.01749,1.94877,0,0
Asia,,1890,0,14.05977,3.33236,0,0
Asia,,1891,0,15.62686,2.62405,0,0
Asia,,1892,0,17.69307,4.29757,0,0
Asia,,1893,0,19.60147,5.01689,0,0
Asia,,1894,0,20.42722,5.60409,0,0
Asia,,1895,0,38.13497,5.98944,0,0
Asia,,1896,0,40.73333,6.59866,0,0
Asia,,1897,0,49.96705,7.03906,0,0
Asia,,1898,0,46.79984,8.16208,0,0
Asia,,1899,0,45.67315,7.1932,0,0
Asia,,1900,0,55.88676,7.77673,0,0
Asia,,1901,0,41.65817,7.16751,0,0
Asia,,1902,0,45.74655,7.71067,0,0
Asia,,1903,0,51.10475,7.55653,0,0
Asia,,1904,0,53.55998,7.91986,0,0
Asia,,1905,0,56.77857,8.54376,0,0
Asia,,1906,0,61.14587,8.51073,0,0
Asia,,1907,0,67.55736,8.42999,0,0
Asia,,1908,0,75.69375,8.96948,0,0
Asia,,1909,0,70.02727,9.40988,0,0
Asia,,1910,0.14313,71.84025,9.93102,0,0
Asia,,1911,0.15047,73.13209,10.4595,0,0
Asia,,1912,0.33397,80.74,11.69262,0,0
Asia,,1913,0.42205,88.18276,11.93851,0,0
Asia,,1914,0.65693,86.54227,12.33854,0,0
Asia,,1915,0.55417,83.46681,12.24312,0,0
Asia,,1916,0.53215,90.58661,13.70378,0,0
Asia,,1917,0.71565,93.09322,15.62686,0.44407,0
Asia,,1918,0.93218,96.91736,18.86013,0.57986,0
Asia,,1919,0.80373,99.61481,18.3133,0.57986,0
Asia,,1920,1.25881,95.10438,17.3591,0.63124,0
Asia,,1921,1.31753,88.9241,17.45085,0.60188,0
Asia,,1922,1.64783,91.70596,18.55185,0.60922,0
Asia,,1923,1.7983,103.40592,19.87672,0.68629,0
Asia,,1924,1.78729,114.44161,20.49328,0.83676,0
Asia,,1925,1.72123,122.62204,22.28057,1.23679,0
Asia,,1926,1.91941,124.53411,25.45145,1.3212,0
Asia,,1927,2.06988,126.50123,26.69558,0.32296,0
Asia,,1928,2.33412,139.26916,30.85736,0.60922,0
Asia,,1929,2.46257,162.53329,30.75093,0.52481,0
Asia,,1930,0.2202,182.96051,29.82242,2.202,0
Asia,,1931,0.16148,177.60598,15.414,2.09557,0
Asia,,1932,0.09909,155.13457,23.43295,2.08823,0
Asia,,1933,0.11377,154.11064,13.36247,1.75793,0
Asia,,1934,0.06973,110.26148,5.73621,1.19642,0
Asia,,1935,0.12845,92.54639,2.95068,1.2111,0
Asia,,1936,0.14313,97.48621,9.92368,1.25514,0
Asia,,1937,0.81841,92.23444,14.87084,1.36891,0
Asia,,1938,2.3488,131.85943,31.17665,1.92675,0
Asia,,1939,1.5414,151.77285,28.51957,2.44422,0
Asia,,1940,1.83867,178.54917,32.49051,3.3397,0
Asia,,1941,2.39651,211.08739,37.96615,4.35262,0
Asia,,1942,2.96169,217.19427,41.25814,5.20039,0
Asia,,1943,3.40209,247.31396,49.76887,6.1289,0
Asia,,1944,4.10306,283.12949,63.92406,6.16193,0
Asia,,1945,4.66824,309.34063,70.00525,7.45377,0
Asia,,1946,5.15268,359.30034,70.01259,8.41898,0
Asia,,1947,5.23709,634.53199,78.52699,10.57327,0
Asia,,1948,5.9821,834.13595,88.60481,12.98813,0
Asia,,1949,8.19878,904.79446,93.35746,14.54054,0
Asia,,1950,9.51264,690.13983,103.04259,12.57342,0
Asia,,1951,9.63375,598.27973,108.5586,13.36247,0.04404
Asia,,1952,9.90533,605.34081,118.68413,15.09471,0.13579
Asia,,1953,10.56226,601.83229,130.92725,16.2581,0.4771
Asia,,1954,12.53672,653.9206,147.52299,17.70041,0.75235
Asia,,1955,13.67075,696.59536,174.65897,18.79407,0.83309
Asia,,1956,15.13508,617.56558,191.57767,18.69498,1.45699
Asia,,1957,16.44894,655.08766,230.66684,21.02543,1.37258
Asia,,1958,17.58664,747.06153,272.72871,23.43295,1.26248
Asia,,1959,15.94615,923.24722,338.38868,24.72846,14.50751
Asia,,1960,19.06932,1030.06991,380.81388,33.66491,15.49841
Asia,,1961,22.44572,1051.79264,418.81306,34.85032,19.02528
Asia,,1962,27.46261,1081.55267,464.71742,37.92211,20.45291
Asia,,1963,32.79512,1088.26877,482.74813,38.34783,21.41445
Asia,,1964,38.17534,1246.77974,520.93448,43.80512,20.28042
Asia,,1965,42.63806,1263.32043,591.1269,57.57496,22.04936
Asia,,1966,49.76887,1370.58719,641.98576,63.7112,30.68487
Asia,,1967,55.77666,1480.39726,711.13223,70.75393,35.49257
Asia,,1968,57.84654,1531.80662,738.66457,76.40206,35.27604
Asia,,1969,63.15336,1536.94462,739.74355,80.95286,25.97259
Asia,,1970,62.58451,1558.61597,722.03947,85.99911,23.41093
Asia,,1971,67.58672,1697.96587,730.04007,93.77584,22.70262
Asia,,1972,69.88781,1815.40954,762.92327,106.23549,22.72831
Asia,,1973,86.18261,1977.47307,762.24065,114.19939,22.29525
Asia,,1974,95.54111,2169.9609,791.6924,127.02971,16.91136
Asia,,1975,100.20935,2285.53654,831.32473,143.55939,16.44527
Asia,,1976,114.36821,2447.89,865.97687,157.08701,18.00135
Asia,,1977,122.86793,2639.36858,947.79585,176.99309,21.1392
Asia,,1978,133.34945,2702.48524,1014.72564,184.64504,22.9742
Asia,,1979,160.2689,2802.3386,1049.48421,193.01631,22.14111
Asia,,1980,175.64987,2931.0455,1130.22054,218.97055,23.42928
Asia,,1981,197.21112,3016.95286,1235.8358,256.02287,19.75928
Asia,,1982,222.40567,3186.75642,1321.35047,295.32123,22.55582
Asia,,1983,244.80368,3372.09142,1372.96168,329.51095,19.94645
Asia,,1984,286.25266,3589.59397,1476.26117,366.27334,19.35925
Asia,,1985,312.36471,3738.7024,1606.58654,387.04187,19.81066
Asia,,1986,337.06014,3726.89601,1711.92655,398.4886,19.6345
Asia,,1987,314.86398,3420.073,1602.61193,391.50092,20.68779
Asia,,1988,361.76291,3420.64185,1678.11484,415.7009,13.49826
Asia,,1989,359.04344,3520.41814,1810.63487,436.06206,15.07636
Asia,,1990,396.88481,3611.95528,1802.92053,478.85426,20.51163
Asia,,1991,431.50759,3787.14273,1830.51159,526.76978,18.58488
Asia,,1992,458.40502,4559.69241,1895.66143,606.19592,16.82328
Asia,,1993,494.90317,5233.27687,2055.73949,663.69014,14.26162
Asia,,1994,521.0299,5733.17858,2050.78866,725.26173,23.57975
Asia,,1995,559.92456,6298.60447,2092.99733,820.53493,20.19234
Asia,,1996,602.6507,6681.19463,2169.92787,891.06132,18.21788
Asia,,1997,654.15548,7160.32781,2255.8756,923.61422,20.13362
Asia,,1998,710.35052,7537.86438,2349.15232,1060.34374,22.47508
Asia,,1999,800.44902,8555.18838,2407.34751,1163.99922,31.28675
Asia,,2000,857.83681,9566.03483,2448.32306,1323.49008,28.78014
Asia,,2001,894.06705,9878.96472,2565.32633,1394.57431,20.9557
Asia,,2002,952.84944,9785.36137,2637.96664,1508.60855,21.08415
Europe,,1751,0,9.36584,0,0,0
Europe,,1752,0,9.36951,0,0,0
Europe,,1753,0,9.36951,0,0,0
Europe,,1754,0,9.37318,0,0,0
Europe,,1755,0,9.37685,0,0,0
Europe,,1756,0,10.02277,0,0,0
Europe,,1757,0,10.02644,0,0,0
Europe,,1758,0,10.03011,0,0,0
Europe,,1759,0,10.03378,0,0,0
Europe,,1760,0,10.03378,0,0,0
Europe,,1761,0,10.99165,0,0,0
Europe,,1762,0,10.99532,0,0,0
Europe,,1763,0,10.99899,0,0,0
Europe,,1764,0,11.00266,0,0,0
Europe,,1765,0,11.00633,0,0,0
Europe,,1766,0,12.27982,0,0,0
Europe,,1767,0,12.28349,0,0,0
Europe,,1768,0,12.28716,0,0,0
Europe,,1769,0,12.29083,0,0,0
Europe,,1770,0,12.2945,0,0,0
Europe,,1771,0,13.63405,0,0,0
Europe,,1772,0,13.63772,0,0,0
Europe,,1773,0,13.64139,0,0,0
Europe,,1774,0,13.64506,0,0,0
Europe,,1775,0,13.64873,0,0,0
Europe,,1776,0,15.06168,0,0,0
Europe,,1777,0,15.06535,0,0,0
Europe,,1778,0,15.06902,0,0,0
Europe,,1779,0,15.07269,0,0,0
Europe,,1780,0,15.08003,0,0,0
Europe,,1781,0,16.87099,0,0,0
Europe,,1782,0,16.87466,0,0,0
Europe,,1783,0,16.882,0,0,0
Europe,,1784,0,16.88567,0,0,0
Europe,,1785,0,16.89301,0,0,0
Europe,,1786,0,19.17942,0,0,0
Europe,,1787,0,19.18676,0,0,0
Europe,,1788,0,19.19043,0,0,0
Europe,,1789,0,19.19777,0,0,0
Europe,,1790,0,19.20511,0,0,0
Europe,,1791,0,21.45115,0,0,0
Europe,,1792,0,21.92825,0,0,0
Europe,,1793,0,21.9466,0,0,0
Europe,,1794,0,21.91357,0,0,0
Europe,,1795,0,21.92458,0,0,0
Europe,,1796,0,22.98521,0,0,0
Europe,,1797,0,24.13025,0,0,0
Europe,,1798,0,25.13216,0,0,0
Europe,,1799,0,26.46804,0,0,0
Europe,,1800,0,27.88099,0,0,0
Europe,,1801,0,27.73419,0,0,0
Europe,,1802,0,36.54953,0,0,0
Europe,,1803,0,31.23904,0,0,0
Europe,,1804,0,34.02824,0,0,0
Europe,,1805,0,33.12909,0,0,0
Europe,,1806,0,34.76591,0,0,0
Europe,,1807,0,36.5532,0,0,0
Europe,,1808,0,34.72554,0,0,0
Europe,,1809,0,34.74022,0,0,0
Europe,,1810,0,37.01929,0,0,0
Europe,,1811,0,39.1956,0,0,0
Europe,,1812,0,40.58653,0,0,0
Europe,,1813,0,40.76269,0,0,0
Europe,,1814,0,41.63248,0,0,0
Europe,,1815,0,42.95368,0,0,0
Europe,,1816,0,47.07509,0,0,0
Europe,,1817,0,48.78898,0,0,0
Europe,,1818,0,48.93945,0,0,0
Europe,,1819,0,49.26241,0,0,0
Europe,,1820,0,49.97439,0,0,0
Europe,,1821,0,50.68637,0,0,0
Europe,,1822,0,52.68285,0,0,0
Europe,,1823,0,55.73629,0,0,0
Europe,,1824,0,57.60065,0,0,0
Europe,,1825,0,59.71457,0,0,0
Europe,,1826,0,60.19901,0,0,0
Europe,,1827,0,64.56998,0,0,0
Europe,,1828,0,65.14617,0,0,0
Europe,,1829,0,64.7021,0,0,0
Europe,,1830,0,87.17351,0,0,0
Europe,,1831,0,82.39517,0,0,0
Europe,,1832,0,82.21901,0,0,0
Europe,,1833,0,83.41176,0,0,0
Europe,,1834,0,85.23942,0,0,0
Europe,,1835,0,86.26702,0,0,0
Europe,,1836,0,100.20568,0,0,0
Europe,,1837,0,99.54508,0,0,0
Europe,,1838,0,103.17838,0,0,0
Europe,,1839,0,106.26485,0,0,0
Europe,,1840,0,113.23785,0,0,0
Europe,,1841,0,116.59223,0,0,0
Europe,,1842,0,122.78352,0,0,0
Europe,,1843,0,125.29013,0,0,0
Europe,,1844,0,132.32919,0,0,0
Europe,,1845,0,144.23834,0,0,0
Europe,,1846,0,145.2953,0,0,0
Europe,,1847,0,157.55677,0,0,0
Europe,,1848,0,157.24849,0,0,0
Europe,,1849,0,165.51333,0,0,0
Europe,,1850,0,177.3344,0,0,0
Europe,,1851,0,174.38739,0,0,0
Europe,,1852,0,180.97137,0,0,0
Europe,,1853,0,187.25074,0,0,0
Europe,,1854,0,222.2185,0,0,0
Europe,,1855,0,222.1818,0.0367,0,0
Europe,,1856,0,237.42331,0.04037,0,0
Europe,,1857,0,238.95737,0.05138,0,0
Europe,,1858,0,242.19798,0.06239,0,0
Europe,,1859,0,255.40998,0.05505,0,0
Europe,,1860,0,282.03583,0.06239,0,0
Europe,,1861,0,300.1326,0.06973,0,0
Europe,,1862,0,304.01179,0.13212,0,0
Europe,,1863,0,319.56892,0.17983,0,0
Europe,,1864,0,344.38913,0.19084,0,0
Europe,,1865,0,368.3579,0.23121,0,0
Europe,,1866,0,380.23035,0.38168,0,0
Europe,,1867,0,397.81332,0.49912,0,0
Europe,,1868,0,401.3512,0.65693,0,0
Europe,,1869,0,419.97278,0.73767,0,0
Europe,,1870,0,425.25758,0.9175,0,0
Europe,,1871,0,453.01379,1.08632,0,0
Europe,,1872,0,488.78161,1.08999,0,0
Europe,,1873,0,513.46236,1.54874,0,0
Europe,,1874,0,475.03746,1.69187,0,0
Europe,,1875,0,523.66863,2.08823,0,0
Europe,,1876,0,528.95343,2.62038,0,0
Europe,,1877,0,526.8652,3.18923,0,0
Europe,,1878,0,532.09128,3.35805,0,0
Europe,,1879,0,548.00073,3.91222,0,0
Europe,,1880,0,618.02433,4.09939,0,0
Europe,,1881,0,632.58322,5.52702,0,0
Europe,,1882,0,654.1041,5.87567,0,0
Europe,,1883,0,690.92888,6.40415,0,0
Europe,,1884,0,683.82743,8.04097,0,0
Europe,,1885,0,683.73201,9.75486,0,0
Europe,,1886,0,681.76489,9.66311,0,0
Europe,,1887,0,706.108,11.41737,0,0
Europe,,1888,0,747.25971,12.51837,0,0
Europe,,1889,0,782.17976,12.95877,0,0
Europe,,1890,0,816.45389,14.81212,0,0
Europe,,1891,0,843.26324,17.51691,0,0
Europe,,1892,0,828.44378,18.36835,0,0
Europe,,1893,0,801.48396,20.90799,0,0
Europe,,1894,0,874.49861,19.92443,0,0
Europe,,1895,0,893.43214,25.13216,0,0
Europe,,1896,0,935.67751,25.59091,0,0
Europe,,1897,0,981.10844,28.17826,0,0
Europe,,1898,0,1010.92352,31.50695,0,0
Europe,,1899,0,1079.4938,33.37865,0,0
Europe,,1900,0,1132.76385,37.56245,0,0
Europe,,1901,0,1116.9278,41.21777,0,0
Europe,,1902,0.00367,1117.44894,40.30761,0,0
Europe,,1903,0.00367,1167.5371,38.26709,0,0
Europe,,1904,0.00367,1189.34057,40.1865,0,0
Europe,,1905,0.00367,1231.17123,32.95293,0,0
Europe,,1906,0.01101,1268.10611,36.39906,0,0
Europe,,1907,0.01101,1408.83226,39.73876,0,0
Europe,,1908,0.01101,1429.54941,41.92975,0,0
Europe,,1909,0.01468,1428.65393,45.01622,0,0
Europe,,1910,0.01468,1448.94169,45.00521,0,0
